"index","type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","keywords","url","Link"
"227","techreport","tbep0615","Long-Term Underwater Light Climate Variation and Submerged Seagrass Trends in Tampa Bay, Florida: With a discussion of phytoplankton and CDOM interactions","R. Johansson, Janicki Environmental, Inc.","2015","NA","#06-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, status and trends, light attenuation, modelling, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_06_15_Long-Term_Light_Climate_09082015.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_06_15_Long-Term_Light_Climate_09082015.pdf"">View Document</a>"
"226","article","tbep0715","Human activities and climate variability drive fast-paced change across the world's estuarine-coastal ecosystems","J. Cloern, P. Abreu, J. Carstensen, L. Chauvaud, R. Elmgren, J. Grall, H. Greening, R. Johansson, M. Kahru, E. Sherwood, J. Xu, K. Yin","2015","22","2","Global Change Biology","513-529","NA","NA","Global Change Biology","NA","10.1111/gcb.13059","#07-15","climate change, status and trends, monitoring, water quality","https://dx.doi.org/10.1111/gcb.13059","<a href=""https://dx.doi.org/10.1111/gcb.13059"">View Document</a>"
"225","article","tbep0815","Regional monitoring programs in the US: Synthesis of four case studies from Pacific, Atlantic, and Gulf Coasts","K. Schiff, P. Trowbridge, E. Sherwood, P. Tango, R. Batiuk","2015","4","NA","Regional Studies in Marine Science","A1-A7","NA","NA","Regional Studies in Marine Science","NA","10.1016/j.rsma.2015.11.007","#08-15","monitoring, water quality, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_08_15_Schiff_et_al-2015-RSMS.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_08_15_Schiff_et_al-2015-RSMS.pdf"">View Document</a>"
"224","techreport","tbep0915","A Tampa Bay Estuary Program Progress Report","N. O'Hara","2015","NA","#09-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","education, water quality, citizen science, restoration","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_09_15_tbep_progress_rpt_2015_webx.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_09_15_tbep_progress_rpt_2015_webx.pdf"">View Document</a>"
"223","techreport","tbep1015","Development of an Integrated Ecosystem Model to Determine Effectiveness of Potential Watershed Management Projects on Improving Old Tampa Bay","E. Sherwood, H. Greening, T. Janicki, D. Karlen","2015","NA","#10-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, water quality, pollutant loading, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_10_15_OTB_IM_Summary_5thICRW.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_10_15_OTB_IM_Summary_5thICRW.pdf"">View Document</a>"
"222","techreport","tbep1115","Old Tampa Bay Integrated Ecosystem Model Development Project: Task Deliverables","Janicki Environmental, Inc.","2015","NA","#11-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, pollutant loading, water quality, seagrass","https://tbeptech.org/special-projects/otb-model/106-old-tampa-bay-integrated-model-development-deliverables","<a href=""https://tbeptech.org/special-projects/otb-model/106-old-tampa-bay-integrated-model-development-deliverables"">View Document</a>"
"221","techreport","tbep1215","2014 Tampa Bay Estuary Nutrient Management Compliance Assessment","H. Greening, E. Sherwood","2015","NA","#12-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","pollutant loading, nitrogen, program guidance, regulations, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_12_15_FINAL_TBNMC_2014_RA_Annual_Assessment_03102015.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_12_15_FINAL_TBNMC_2014_RA_Annual_Assessment_03102015.pdf"">View Document</a>"
"220","techreport","tbep1315","Determining Which Tidal Tributaries Are the Best Snook Nurseries (FL)","Dr. J. Ley, H. Rolls","2015","NA","#13-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","fish and wildlife, bay habitats, water quality, TBERF, tributary","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_13_15_TBEF_2013_Final_Report_Snook_Nurseries.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_13_15_TBEF_2013_Final_Report_Snook_Nurseries.pdf"">View Document</a>"
"219","techreport","tbep1415","Autonomous Water Quality and Harmful Algal Bloom Monitoring (FL)","A. Corcoran","2015","NA","#14-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","monitoring, TBERF, water quality, spatial analysis, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_14_15_TBEF_2013_Final_Report_TBEF_HAB_Monitoring_and_Water_Quality_FWRI.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_14_15_TBEF_2013_Final_Report_TBEF_HAB_Monitoring_and_Water_Quality_FWRI.pdf"">View Document</a>"
"218","techreport","tbep1515","Rock Ponds Ecosystem Restoration in Tampa Bay (FL)","B. Henningsen","2015","NA","#15-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, restoration, TBERF","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_15_15_TBEF_2013_TBEF_Final_Report_Rock_Ponds_Ecosystem_Restoration_SWFWMD.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_15_15_TBEF_2013_TBEF_Final_Report_Rock_Ponds_Ecosystem_Restoration_SWFWMD.pdf"">View Document</a>"
"217","techreport","tbep1615","A Community Based Stormwater Nutrient Management Program","H. Greening, E. Sherwood","2015","NA","#16-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","stormwater, TBERF, education, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_16_15_TBEF_2013_TBEF_Final_Report_Community-based_SW_Nutrient_Management_UF.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_16_15_TBEF_2013_TBEF_Final_Report_Community-based_SW_Nutrient_Management_UF.pdf"">View Document</a>"
"216","techreport","tbep1715","Reducing N Loads to Tampa Bay using Bioretention Systems","S. Ergas, M. Trotz, R. Locicero, E. Lopez, T. Lynn","2015","NA","#17-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","pollutant loading, TBERF, education, stormwater, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_17_15_TBEF_2013_Reducing_N_load_Using_Bioretention_Systems_USF.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_17_15_TBEF_2013_Reducing_N_load_Using_Bioretention_Systems_USF.pdf"">View Document</a>"
"215","techreport","tbep1815","MacDill Living Shoreline Project","S. Herndon","2015","NA","#18-15","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","restoration, bay habitats, TBERF, shellfish","https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_18_15_TBERF_2014_MacDill_AFB_Living_Shoreline_Final_Report.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2015/TBEP_18_15_TBERF_2014_MacDill_AFB_Living_Shoreline_Final_Report.pdf"">View Document</a>"
"214","techreport","tbep0114","Gulf Coast Community Handbook: Case Studies from Gulf of Mexico Communities for Incorporating Climate Change Resiliency into Habitat Planning and Protection","L. Cross","2014","NA","#01-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","education, climate change, sea level rise, ocean acidification","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_01_14_gulfcoasthandbook.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_01_14_gulfcoasthandbook.pdf"">View Document</a>"
"213","techreport","tbep0214","2013 Tampa Bay Water Quality Assessment","E. Sherwood","2014","NA","#02-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","status and trends, water quality, chlorophyll, light attenuation, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_02_14_2013_Decision_Matrix_Results_Update.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_02_14_2013_Decision_Matrix_Results_Update.pdf"">View Document</a>"
"212","techreport","tbep0314","Final Report for the Project entitled ""Determining Biotic Effects of Sediment Contaminants in McKay Bay #1802.12.029643""","G. Morrison, E. Sherwood","2014","NA","#03-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","fish and wildlife, contaminants, TBERF, benthos","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_03_14_Final_Report_Determining_Biotic_Effects_Sediment_Contaminants_02272014.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_03_14_Final_Report_Determining_Biotic_Effects_Sediment_Contaminants_02272014.pdf"">View Document</a>"
"211","techreport","tbep0414","Economic Valuation of Tampa Bay","Tampa Bay Estuary Program, Tampa Bay Regional Planning Council","2014","NA","#04-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","recreation, modelling, assessment, economic","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_04_14_%20FinalReport_Economic_Valuation_of_Tampa_Bay_Estuary.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_04_14_%20FinalReport_Economic_Valuation_of_Tampa_Bay_Estuary.pdf"">View Document</a>"
"210","techreport","tbep0514","Master Plan for the Protection and Restoration of Freshwater Wetlands in the Tampa Bay Watershed, Florida","T. Ries, S. Scheda","2014","NA","#05-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, program guidance, status and trends, regulations, restoration","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_05_15_Freshwater_Wetland_Master_Plan.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_05_15_Freshwater_Wetland_Master_Plan.pdf"">View Document</a>"
"209","article","tbep0614","Ecosystem responses to long-term nutrient management in an urban estuary: Tampa Bay, Florida, USA","H. Greening, A. Janicki, E. Sherwood, R. Pribble, J.O.R. Johansson","2014","151","NA","Estuarine, Coastal and Shelf Science","A1-A16","NA","NA","Estuarine, Coastal and Shelf Science","NA","10.1016/j.ecss.2014.10.003","#06-14","nitrogen, seagrass, chlorophyll, pollutant loading, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_06_14_Greening_et_al_2014_Ecosystem_Responses_ECSS_s2.0-S0272771414002819.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_06_14_Greening_et_al_2014_Ecosystem_Responses_ECSS_s2.0-S0272771414002819.pdf"">View Document</a>"
"208","article","tbep0714","Potential Impacts and Management Implications of Climate Change on Tampa Bay Estuary Critical Coastal Habitats","E. Sherwood, H. Greening","2014","53","3","Environmental Management","401-415","NA","NA","Environmental Management","NA","10.1007/s00267-013-0179-5","#07-14","climate change, sea level rise, modelling, bay habitats","https://dx.doi.org/10.1007/s00267-013-0179-5","<a href=""https://dx.doi.org/10.1007/s00267-013-0179-5"">View Document</a>"
"207","techreport","tbep0814","Summary of Green Infrastructure Inconsistencies and Barriers in Codes and Guidance with Action Items for Hillsborough County","Tetratech","2014","NA","#08-14","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","stormwater, water quality, nitrogen","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_08_14_Final_Technical_Memo_HillsboroughCo_GI_Code_Barrier_Evaluation.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_08_14_Final_Technical_Memo_HillsboroughCo_GI_Code_Barrier_Evaluation.pdf"">View Document</a>"
"206","techreport","tbep0914","2013 Tampa Bay Estuary Nutrient Management Compliance Assessment","H. Greening, E. Sherwood","2014","NA","#09-14","NA","NA","NA","NA","Prepared for the FDEP and EPA by the Tampa Bay Nitrogen Management Consortium, Tampa Bay Estuary Program","NA","NA","NA","pollutant loading, nitrogen, program guidance, regulations, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_09_14_FINAL_TBNMC_2013_RA_Annual_Assessment_03122014.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2014/TBEP_09_14_FINAL_TBNMC_2013_RA_Annual_Assessment_03122014.pdf"">View Document</a>"
"205","techreport","tbep0113","2012 Tampa Bay Water Quality Assessment","E. Sherwood","2013","NA","#01-13","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","status and trends, water quality, chlorophyll, light attenuation, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_01_13_2012_Decision_Matrix_Results_Update.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_01_13_2012_Decision_Matrix_Results_Update.pdf"">View Document</a>"
"204","article","tbep0213","Lessons learned from the Bay Region Atmospheric Chemistry Experiment (BRACE) and implications for nitrogen management of Tampa Bay","N. Poor, L. Cross, R. Dennis","2013","70","NA","Atmospheric Environment","75-83","NA","NA","Atmospheric Environment","NA","10.1016/j.atmosenv.2012.12.030","#02-13","nitrogen, pollutant loading, modelling, water quality","https://dx.doi.org/10.1016/j.atmosenv.2012.12.030","<a href=""https://dx.doi.org/10.1016/j.atmosenv.2012.12.030"">View Document</a>"
"203","techreport","tbep0313","Estimates of Total Nitrogen, Total Phosphorus, Total Suspended Solids, and Biological Oxygen Demand Loadings to Tampa Bay, Florida: 2007-2011","Janicki Environmental, Inc.","2013","NA","#03-13","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","pollutant loading, modelling, water quality, nitrogen","https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_03_13_FINAL_TBEP_Loads_2007-2011%2019Mar2013.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_03_13_FINAL_TBEP_Loads_2007-2011%2019Mar2013.pdf"">View Document</a>"
"202","techreport","tbep0413","2012 Tampa Bay Estuary Nutrient Management Compliance Assessment","J. Ley, H. Rolls","2013","NA","#04-13","NA","NA","NA","NA","Prepared for the FDEP and EPA by the Tampa Bay Nitrogen Management Consortium, Tampa Bay Estuary Program","NA","NA","NA","pollutant loading, nitrogen, program guidance, regulations, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_04_13_TampaBay_2012_Annual_Assessment_March_18_2013.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_04_13_TampaBay_2012_Annual_Assessment_March_18_2013.pdf"">View Document</a>"
"201","techreport","tbep0513","Hillsborough River Fecal Coliform BMAP Update (2013)","E. Sherwood, G. Morrison","2013","NA","#05-13","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","pathogens, assessment, status and trends, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_05_13_HR_Fecal_Coliform_BMAP_Update_2013.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_05_13_HR_Fecal_Coliform_BMAP_Update_2013.pdf"">View Document</a>"
"200","techreport","tbep0613","Experimental Restoration of Longshore Bars Associated with Seagrass Recovery in Tampa Bay, Florida, USA","L. Cross","2014","NA","#06-13","NA","NA","NA","NA","Final Report submitted to the Gulf of Mexico Program, Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","restoration, bay habitats, seagrass, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_06_13_Tampa_Bay_Longshore_Bar_Seagrass_Recovery_Project_GOMP_%20Final_Report_Jan2013.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_06_13_Tampa_Bay_Longshore_Bar_Seagrass_Recovery_Project_GOMP_%20Final_Report_Jan2013.pdf"">View Document</a>"
"199","techreport","tbep0713","Integrating Nitrogen Management with Planning","S. Cooper","2013","NA","#07-13","NA","NA","NA","NA","Final Report prepared by the Tampa Bay Regional Planning Council","Pinellas Park, Florida","NA","NA","nitrogen, education, water quality, regulations","https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_07_13_TN_Management_for_Planners.zip","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2013/TBEP_07_13_TN_Management_for_Planners.zip"">View Document</a>"
"198","techreport","tbep0112","2011 Tampa Bay Water Quality Assessment","E. Sherwood","2012","NA","#01-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, status and trends, chlorophyll, seagrass, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_01_12_2011_Decision_Matrix_Results_Update.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_01_12_2011_Decision_Matrix_Results_Update.pdf"">View Document</a>"
"197","techreport","tbep0212","Application of a Bio-Optical Model to Determine Light Availability at Water Depths Required to reach the Tampa Bay Seagrass Restoration Goal and at Current Depths of Deep Tampa Bay Seagrass Meadows","J.O.R. Johansson","2012","NA","#02-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, seagrass, water quality, light attenuation, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_02_12_Application_of_Bio-Optical_Model_04232012.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_02_12_Application_of_Bio-Optical_Model_04232012.pdf"">View Document</a>"
"196","techreport","tbep0312","Critical Coastal Habitat Vulnerability Assessment for the Tampa Bay Estuary: Projected Changes to Habitats due to Sea Level Rise and Climate Change","E.T. Sherwood, H.S. Greening.","2012","NA","#03-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, assessment, sea level rise, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_03_12_Updated_Vulnerability_Assessment_082012.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_03_12_Updated_Vulnerability_Assessment_082012.pdf"">View Document</a>"
"195","techreport","tbep0412","Understanding Atmospheric Deposition in Tampa Bay","L. Cross","2012","NA","#04-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","pollutant loading, nitrogen, water quality, education","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_04_12_BRACE_Public_Document.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_04_12_BRACE_Public_Document.pdf"">View Document</a>"
"194","techreport","tbep0512","Development of a Screening Level Tool for Estimating Annual Hydrologic Loadings to Tampa Bay","Janicki Environmental, Inc.","2012","NA","#05-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, modelling, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_05_12_NMC_Hyd_Tool_Report_052112.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_05_12_NMC_Hyd_Tool_Report_052112.pdf"">View Document</a>"
"193","techreport","tbep0612","2011 Tampa Bay Estuary Nutrient Management Compliance Assessment","H. Greening, E. Sherwood","2012","NA","#06-12","NA","NA","NA","NA","Prepared for the FDEP and EPA by the Tampa Bay Nitrogen Management Consortium, Tampa Bay Estuary Program","NA","NA","NA","pollutant loading, nitrogen, program guidance, regulations, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_06_12_TampaBay_2011_Annual_Assessment_April_18_2012.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_06_12_TampaBay_2011_Annual_Assessment_April_18_2012.pdf"">View Document</a>"
"192","techreport","tbep0712","The Distribution of Pyrodinium bahamense cysts in Old Tampa Bay sediments","D.J. Karlen, K. Campbell","2012","NA","#07-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, status and trends, shellfish","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_07_12_2011_Pyrodinium_bahamense_Cyst_Distribution_OTB_Data_Report_09192012.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_07_12_2011_Pyrodinium_bahamense_Cyst_Distribution_OTB_Data_Report_09192012.pdf"">View Document</a>"
"191","techreport","tbep0812","Tampa Bay Sediment Nutrient Fluxes - Final Report","H. Greening, E. Sherwood","2012","NA","#08-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, chlorophyll, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_08_12_Tampa_Bay_Sediment_Nutrient_Fluxes.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_08_12_Tampa_Bay_Sediment_Nutrient_Fluxes.pdf"">View Document</a>"
"190","techreport","tbep0912","Tampa Bay Salinity Barrier Inventory & Restoration Feasibility Matrix","S. Deitche, P. Dooris","2012","NA","#09-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_09_12_FINAL_W203_GPI_BarrierInventory.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_09_12_FINAL_W203_GPI_BarrierInventory.pdf"">View Document</a>"
"189","techreport","tbep1012","Prioritizing Habitat Restoration Goals in the Tampa Bay Watershed","M. Rains, S. Landry, V. Seidel, T. Crisman","2012","NA","#10-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, restoration, spatial analysis, program guidance","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_10_12_USF_Prioritizing_Habitat_Restoration_Goals_2012_04.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_10_12_USF_Prioritizing_Habitat_Restoration_Goals_2012_04.pdf"">View Document</a>"
"188","techreport","tbep1112","A Tampa Bay Estuary Program Progress Report","N. O'Hara","2012","NA","#11-12","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","education, seagrass, water quality, assessment, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_11_12_tbep_state_of_bay_2012_web.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2012/TBEP_11_12_tbep_state_of_bay_2012_web.pdf"">View Document</a>"
"187","techreport","tbep0111","2010 Tampa Bay Water Quality Assessment","E. Sherwood","2011","NA","#01-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","status and trends, water quality, chlorophyll, seagrass, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_01_11_2010_Decision_Matrix_Results_Update.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_01_11_2010_Decision_Matrix_Results_Update.pdf"">View Document</a>"
"186","techreport","tbep0211","2010 Tampa Bay Estuary Nutrient Management Compliance Assessment","H. Greening, E. Sherwood","2011","NA","#02-11","NA","NA","NA","NA","Prepared for the FDEP and EPA by the Tampa Bay Nitrogen Management Consortium, Tampa Bay Estuary Program","NA","NA","NA","pollutant loading, nitrogen, program guidance, regulations, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_02_11_NMC_Decision_Memo_26-2010_Water_Quality_Compliance_Assessment.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_02_11_NMC_Decision_Memo_26-2010_Water_Quality_Compliance_Assessment.pdf"">View Document</a>"
"185","techreport","tbep0311","The Distribution of Pyrodinium bahamense Cysts in Old Tampa Bay Sediments","D. Karlen, M. Miller","2011","NA","#03-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","shellfish, water quality, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_03_11_Pyrodinium_bahamense_cyst_distribution_in_Old_Tampa_Bay_Data_Report_FINAL_January_2011.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_03_11_Pyrodinium_bahamense_cyst_distribution_in_Old_Tampa_Bay_Data_Report_FINAL_January_2011.pdf"">View Document</a>"
"184","techreport","tbep0411","McKay Bay Sediment Quality Action Plan","G. Morrison, E. Sherwood","2011","NA","#04-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, contaminants, program guidance, stormwater, fish and wildlife","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_04_11_McKay_Bay_Sediment_Quality_Action_Plan-Sept2011_Final.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_04_11_McKay_Bay_Sediment_Quality_Action_Plan-Sept2011_Final.pdf"">View Document</a>"
"183","techreport","tbep0511","Integrating Science and Resource Management in Tampa Bay, Florida, USGS Circular 1348","K. Yates, H. Greening, G. Morrison","2011","NA","#05-11","NA","NA","NA","NA","USGS Circular 1348","St. Petersburg, Florida","NA","NA","bay habitats, contaminants, seagrass, restoration, sea level rise","http://pubs.usgs.gov/circ/1348/","<a href=""http://pubs.usgs.gov/circ/1348/"">View Document</a>"
"182","techreport","tbep0611","Seagrass Recovery in Tampa Bay: Fine-Scale Spatial Analyses to Assess Progress and Refine Restoration Targets","P. Carlson, L. Yarbro, A. Ritzmann, H. McKnight, A. Viaud, K. Almeida, C. Nosach, P. Julian","2011","NA","#06-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, chlorophyll, water quality, nitrogen, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_06_11_Final_Report-Seagrass_Recovery_in_Tampa_Bay.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_06_11_Final_Report-Seagrass_Recovery_in_Tampa_Bay.pdf"">View Document</a>"
"181","techreport","tbep0711","Proposed Numeric Nutrient Criteria for Tampa Bay","Janicki Environmental, Inc.","2011","NA","#07-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, nitrogen, light attenuation, seagrass, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_07_11_Estuarine_NNC_Recommendations_HB_OTB_MTB_LTB_September132011.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_07_11_Estuarine_NNC_Recommendations_HB_OTB_MTB_LTB_September132011.pdf"">View Document</a>"
"180","techreport","tbep0811","Proposed Numeric Nutrient Criteria for Boca Ciega Bay, Terra Ceia Bay and Manatee River, Florida","Janicki Environmental, Inc.","2011","NA","#08-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, nitrogen, light attenuation, seagrass, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_08_11_Estuarine_NNC_BCB_TCB_MR_22Sept2011.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_08_11_Estuarine_NNC_BCB_TCB_MR_22Sept2011.pdf"">View Document</a>"
